Date,BTC-EUR (Price),BTC/EUR,Gold (Price),Gold Futures,Gold Trial,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2018-12-17,"3,116.30",8.83,"1,317.40",0.80%,0.80,"2,545.94",-0.0208,-2.08,1,1.00%,1,1,1331.21,12.31%,12.31,12.31
2018-12-18,"3,250.80",4.31,"1,318.50",0.08%,0.08,"2,546.16",0.0001,0.01,1.025792,2.58%,2.5792,2.5792,1413.39,6.17%,6.17,6.17
2018-12-19,"3,259.60",0.27,"1,321.30",0.21%,0.21,"2,506.96",-0.0154,-1.54,1.021829,-0.39%,-0.386335631,-0.386335631,1418.97,0.39%,0.39,0.39
2018-12-20,"3,586.50",10.03,"1,333.10",0.89%,0.89,"2,467.42",-0.0158,-1.58,1.035229,1.31%,1.311374017,1.311374017,1624.37,14.48%,14.48,14.48
2018-12-21,"3,409.10",-4.95,"1,323.10",-0.75%,-0.75,"2,416.62",-0.0206,-2.06,1.025792,-0.91%,-0.911585746,-0.911585746,1541.73,-5.09%,-5.09,-5.09
2018-12-22,"3,530.70",3.57,,,,,,,1.025792,0.00%,0,0,1601.08,3.85%,3.85,3.85
2018-12-23,"3,507.10",-0.67,,,,,,,1.016708,-0.89%,-0.885559646,-0.885559646,1654.1,3.31%,3.31,3.31
2018-12-24,"3,568.80",1.76,"1,337.00",1.05%,1.05,"2,351.10",-0.0271,-2.71,1.090335,7.24%,7.241705583,7.241705583,1704.73,3.06%,3.06,3.06
2018-12-25,"3,353.10",-6.04,"1,270.65",-4.96%,-4.96,,,,1.009477,-7.42%,-7.415885943,-7.415885943,1590.08,-6.73%,-6.73,-6.73
2018-12-26,"3,393.20",1.20,"1,343.00",5.32%,5.32,"2,467.70",0.0496,4.96,1.02526,1.56%,1.563482873,1.563482873,1606.12,1.01%,1.01,1.01
2018-12-27,"3,179.40",-6.30,"1,346.50",0.61%,0.61,"2,488.83",0.0086,0.86,1.021572,-0.36%,-0.359713634,-0.359713634,1445.64,-9.99%,-9.99,-9.99
2018-12-28,"3,440.50",8.21,"1,348.30",0.13%,0.13,"2,485.74",-0.0012,-0.12,1.070198,4.76%,4.759919027,4.759919027,1640.98,13.51%,13.51,13.51
2018-12-29,"3,303.50",-3.98,,,,,,,1.073075,0.27%,0.268828759,0.268828759,1575.83,-3.97%,-3.97,-3.97
2018-12-30,"3,403.30",3.02,,,,,,,1.08738,1.33%,1.333084826,1.333084826,1606.6,1.95%,1.95,1.95
2018-12-31,"3,256.50",-4.31,"1,347.10",-0.09%,-0.09,"2,506.85",0.0085,0.85,1.036922,-4.64%,-4.640328128,-4.640328128,1516.67,-5.60%,-5.6,-5.6
2019-01-01,"3,380.60",3.81,"1,282.85",-4.73%,-4.73,,,,1.094844,5.59%,5.585955356,5.585955356,1609.74,6.14%,6.14,6.14
2019-01-02,"3,476.40",2.83,"1,349.50",5.15%,5.15,"2,510.03",0.0013,0.13,1.205479,10.11%,10.1050926,10.1050926,1677.11,4.19%,4.19,4.19
2019-01-03,"3,349.70",-3.64,"1,359.80",0.76%,0.76,"2,447.89",-0.0248,-2.48,1.15953,-3.81%,-3.811679838,-3.811679838,1596.54,-4.80%,-4.8,-4.8
2019-01-04,"3,389.90",1.20,"1,351.80",-0.65%,-0.65,"2,531.94",0.0343,3.43,1.201825,3.65%,3.647598596,3.647598596,1621.98,1.59%,1.59,1.59
2019-01-05,"3,369.00",-0.62,,,,,,,1.210066,0.69%,0.685707154,0.685707154,1627.49,0.34%,0.34,0.34
2019-01-06,"3,571.70",6.01,,,,,,,1.226471,1.36%,1.355711176,1.355711176,1727.65,6.15%,6.15,6.15
2019-01-07,"3,521.70",-1.40,"1,355.20",0.31%,0.31,"2,549.69",0.007,0.7,1.248421,1.79%,1.789687649,1.789687649,1685.82,-2.42%,-2.42,-2.42
2019-01-08,"3,519.90",-0.05,"1,351.10",-0.30%,-0.30,"2,574.41",0.0097,0.97,1.2679,1.56%,1.56029096,1.56029096,1696.55,0.64%,0.64,0.64
2019-01-09,"3,493.80",-0.74,"1,357.30",0.46%,0.46,"2,584.96",0.0041,0.41,1.275642,0.61%,0.610615979,0.610615979,1694.21,-0.14%,-0.14,-0.14
2019-01-10,"3,178.60",-9.02,"1,353.00",-0.32%,-0.32,"2,596.64",0.0045,0.45,1.297121,1.68%,1.683779618,1.683779618,1477.94,-12.77%,-12.77,-12.77
2019-01-11,"3,192.60",0.44,"1,355.40",0.18%,0.18,"2,596.26",-0.0001,-0.01,1.29084,-0.48%,-0.484226221,-0.484226221,1454.62,-1.58%,-1.58,-1.58
2019-01-12,"3,195.60",0.10,,,,,,,1.297328,0.50%,0.50261845,0.50261845,1460.99,0.44%,0.44,0.44
2019-01-13,"3,089.30",-3.33,,,,,,,1.299759,0.19%,0.187385149,0.187385149,1384.51,-5.23%,-5.23,-5.23
2019-01-14,"3,215.80",4.09,"1,357.20",0.13%,0.13,"2,582.61",-0.0053,-0.53,1.29384,-0.46%,-0.455392115,-0.455392115,1476.33,6.63%,6.63,6.63
2019-01-15,"3,165.00",-1.58,"1,353.70",-0.26%,-0.26,"2,610.30",0.0107,1.07,1.293632,-0.02%,-0.016076176,-0.016076176,1422.83,-3.62%,-3.62,-3.62
2019-01-16,"3,185.90",0.66,"1,359.30",0.41%,0.41,"2,616.10",0.0022,0.22,1.296631,0.23%,0.231827908,0.231827908,1435.97,0.92%,0.92,0.92
2019-01-17,"3,209.60",0.74,"1,357.90",-0.10%,-0.10,"2,635.96",0.0076,0.76,1.298256,0.13%,0.125324784,0.125324784,1450.63,1.02%,1.02,1.02
2019-01-18,"3,196.80",-0.40,"1,348.10",-0.72%,-0.72,"2,670.71",0.0132,1.32,1.294908,-0.26%,-0.257884423,-0.257884423,1419.66,-2.13%,-2.13,-2.13
2019-01-19,"3,274.80",2.44,,,,,,,1.294927,0.00%,0.001467286,0.001467286,1457.04,2.63%,2.63,2.63
2019-01-20,"3,136.60",-4.22,"1,280.50",-4.90%,-4.9,,,,1.291738,-0.25%,-0.246268709,-0.246268709,1389.49,-4.64%,-4.64,-4.64
2019-01-21,"3,128.90",-0.24,"1,276.15",-0.23%,-0.23,,,,1.291982,0.02%,0.018889279,0.018889279,1388.85,-0.05%,-0.05,-0.05
2019-01-22,"3,167.70",1.24,"1,348.40",5.42%,5.42,"2,632.90",-0.0142,-1.42,1.29558,0.28%,0.278486852,0.278486852,1412.51,1.70%,1.7,1.7
2019-01-23,"3,137.40",-0.96,"1,349.30",0.07%,0.07,"2,638.70",0.0022,0.22,1.294462,-0.09%,-0.086293398,-0.086293398,1410.27,-0.16%,-0.16,-0.16
2019-01-24,"3,186.10",1.55,"1,344.90",-0.33%,-0.33,"2,642.33",0.0014,0.14,1.293693,-0.06%,-0.05940692,-0.05940692,1421.18,0.77%,0.77,0.77
2019-01-25,"3,140.50",-1.43,"1,360.00",1.42%,1.42,"2,664.76",0.0085,0.85,1.295311,0.13%,0.125068312,0.125068312,1404.19,-1.20%,-1.2,-1.2
2019-01-26,"3,148.90",0.27,,,,,,,1.296252,0.07%,0.072646646,0.072646646,1399.93,-0.30%,-0.3,-0.3
2019-01-27,"3,127.60",-0.68,,,,,,,1.299911,0.28%,0.28227536,0.28227536,1364.61,-2.52%,-2.52,-2.52
2019-01-28,"3,019.50",-3.46,"1,369.80",0.43%,0.43,"2,643.85",-0.0078,-0.78,1.291585,-0.64%,-0.640505388,-0.640505388,1290.48,-5.43%,-5.43,-5.43
2019-01-29,"2,989.00",-1.01,"1,375.60",0.42%,0.42,"2,640.00",-0.0015,-0.15,1.293118,0.12%,0.118691375,0.118691375,1270.7,-1.53%,-1.53,-1.53
2019-01-30,"3,026.50",1.26,"1,377.60",0.02%,0.02,"2,681.05",0.0155,1.55,1.291426,-0.13%,-0.130846528,-0.130846528,1327.69,4.48%,4.48,4.48
2019-01-31,"2,995.70",-1.02,"1,384.00",0.59%,0.59,"2,704.10",0.0086,0.86,1.295604,0.32%,0.323518343,0.323518343,1299.48,-2.12%,-2.12,-2.12
2019-02-01,"3,031.90",1.21,"1,382.60",-0.21%,-0.21,"2,706.53",0.0009,0.09,1.290308,-0.41%,-0.408766876,-0.408766876,1308.14,0.67%,0.67,0.67
2019-02-02,"3,054.40",0.74,,,,,,,1.294425,0.32%,0.319071106,0.319071106,1346.54,2.94%,2.94,2.94
2019-02-03,"2,991.80",-2.05,,,,,,,1.299282,0.38%,0.375224521,0.375224521,1305.18,-3.07%,-3.07,-3.07
2019-02-04,"3,010.60",0.63,"1,378.30",-0.20%,-0.20,"2,724.87",0.0068,0.68,1.292104,-0.55%,-0.552458973,-0.552458973,1305.37,0.01%,0.01,0.01
2019-02-05,"3,027.50",0.56,"1,378.60",0.02%,0.02,"2,737.70",0.0047,0.47,1.298854,0.52%,0.522403769,0.522403769,1303.41,-0.15%,-0.15,-0.15
2019-02-06,"2,991.80",-1.18,"1,373.80",-0.35%,-0.35,"2,731.61",-0.0022,-0.22,1.297302,-0.12%,-0.11948995,-0.11948995,1263.68,-3.05%,-3.05,-3.05
2019-02-07,"2,976.10",-0.52,"1,373.60",-0.01%,-0.01,"2,706.05",-0.0094,-0.94,1.294053,-0.25%,-0.250442842,-0.250442842,1270.81,0.56%,0.56,0.56
2019-02-08,"3,220.50",8.21,"1,377.80",0.31%,0.31,"2,707.88",0.0007,0.07,1.290027,-0.31%,-0.311115542,-0.311115542,1451.08,14.19%,14.19,14.19
2019-02-09,"3,219.90",-0.02,,,,,,,1.291396,0.11%,0.10612181,0.10612181,1457.85,0.47%,0.47,0.47
2019-02-10,"3,262.70",1.33,,,,,,,1.297407,0.47%,0.465465279,0.465465279,1485.38,1.89%,1.89,1.89
2019-02-11,"3,224.00",-1.19,"1,371.20",-0.48%,-0.48,"2,709.80",0.0007,0.07,1.297388,0.00%,-0.001464459,-0.001464459,1421.38,-4.31%,-4.31,-4.31
2019-02-12,"3,186.00",-1.18,"1,373.20",0.15%,0.15,"2,744.73",0.0129,1.29,1.29825,0.07%,0.066441188,0.066441188,1439.44,1.27%,1.27,1.27
2019-02-13,"3,199.30",0.42,"1,374.60",0.10%,0.10,"2,753.03",0.003,0.3,1.298079,-0.01%,-0.013171577,-0.013171577,1415.68,-1.65%,-1.65,-1.65
2019-02-14,"3,184.40",-0.47,"1,373.20",-0.10%,-0.10,"2,745.73",-0.0027,-0.27,1.298158,0.01%,0.006085916,0.006085916,1407.4,-0.58%,-0.58,-0.58
2019-02-15,"3,188.00",0.11,"1,381.20",0.58%,0.58,"2,775.60",0.0109,1.09,1.29423,-0.30%,-0.302582582,-0.302582582,1425.81,1.31%,1.31,1.31
2019-02-16,"3,211.20",0.73,,,,,,,1.294151,-0.01%,-0.006104016,-0.006104016,1437.32,0.81%,0.81,0.81
2019-02-17,"3,248.40",1.16,"1,323.85",-4.12%,-4.12,,,,1.29871,0.35%,0.352277284,0.352277284,1472.97,2.48%,2.48,2.48
2019-02-18,"3,444.50",6.04,"1,324.05",0.40%,0.4,,,,1.295895,-0.22%,-0.216753548,-0.216753548,1595.79,8.34%,8.34,8.34
2019-02-19,"3,459.50",0.44,"1,403.90",5.59%,5.59,"2,779.76",0.0015,0.15,1.290064,-0.45%,-0.449959295,-0.449959295,1604.64,0.55%,0.55,0.55
2019-02-20,"3,509.50",1.45,"1,406.70",0.20%,0.20,"2,784.70",0.0018,0.18,1.292718,0.21%,0.205726228,0.205726228,1669.81,4.06%,4.06,4.06
2019-02-21,"3,476.90",-0.93,"1,388.00",-1.39%,-1.39,"2,774.88",-0.0035,-0.35,1.296128,0.26%,0.263785296,0.263785296,1613.61,-3.37%,-3.37,-3.37
2019-02-22,"3,513.10",1.04,"1,392.50",0.38%,0.38,"2,792.67",0.0064,0.64,1.299142,0.23%,0.232538762,0.232538762,1641.16,1.71%,1.71,1.71
2019-02-23,"3,657.00",4.10,,,,,,,1.294635,-0.35%,-0.346921276,-0.346921276,1721.1,4.87%,4.87,4.87
2019-02-24,"3,326.10",-9.05,,,,,,,1.296203,0.12%,0.121115218,0.121115218,1489.49,-13.46%,-13.46,-13.46
2019-02-25,"3,382.20",1.69,"1,389.00",-0.25%,-0.25,"2,796.11",0.0012,0.12,1.297069,0.07%,0.066810523,0.066810523,1560.06,4.74%,4.74,4.74
2019-02-26,"3,352.00",-0.89,"1,387.90",-0.08%,-0.08,"2,793.90",-0.0008,-0.08,1.293619,-0.27%,-0.265984308,-0.265984308,1535.38,-1.58%,-1.58,-1.58
2019-02-27,"3,361.00",0.27,"1,380.50",-0.53%,-0.53,"2,792.38",-0.0005,-0.05,1.29838,0.37%,0.368037266,0.368037266,1529.88,-0.36%,-0.36,-0.36
2019-02-28,"3,365.50",0.13,"1,374.00",-0.38%,-0.38,"2,784.49",-0.0028,-0.28,1.293201,-0.40%,-0.398881683,-0.398881683,1535.06,0.34%,0.34,0.34
2019-03-01,"3,371.70",0.18,"1,358.30",-1.24%,-1.24,"2,803.69",0.0069,0.69,1.290791,-0.19%,-0.186359274,-0.186359274,1551.02,1.04%,1.04,1.04
2019-03-02,"3,393.60",0.65,,,,,,,1.293453,0.21%,0.206230133,0.206230133,1554.91,0.25%,0.25,0.25
2019-03-03,"3,371.40",-0.66,,,,,,,1.298214,0.37%,0.368084499,0.368084499,1542.63,-0.79%,-0.79,-0.79
2019-03-04,"3,291.50",-2.37,"1,346.30",-0.88%,-0.88,"2,792.81",-0.0039,-0.39,1.293383,-0.37%,-0.372126629,-0.372126629,1486.17,-3.66%,-3.66,-3.66
2019-03-05,"3,422.70",3.99,"1,343.50",-0.21%,-0.21,"2,789.65",-0.0011,-0.11,1.29152,-0.14%,-0.14404086,-0.14404086,1600.43,7.69%,7.69,7.69
2019-03-06,"3,424.40",0.05,"1,346.50",0.22%,0.22,"2,771.45",-0.0065,-0.65,1.299061,0.58%,0.583885654,0.583885654,1623.88,1.47%,1.47,1.47
2019-03-07,"3,461.80",1.09,"1,344.90",-0.12%,-0.12,"2,748.93",-0.0081,-0.81,1.293152,-0.45%,-0.454867015,-0.454867015,1627.84,0.24%,0.24,0.24
2019-03-08,"3,446.00",-0.46,"1,358.50",1.01%,1.01,"2,743.07",-0.0021,-0.21,1.290606,-0.20%,-0.196883274,-0.196883274,1604.13,-1.46%,-1.46,-1.46
2019-03-09,"3,510.30",1.87,,,,,,,1.292686,0.16%,0.1611646,0.1611646,1655.25,3.19%,3.19,3.19
2019-03-10,"3,493.00",-0.49,,,,,,,1.293279,0.05%,0.045873476,0.045873476,1658.42,0.19%,0.19,0.19
2019-03-11,"3,444.90",-1.38,"1,350.00",-0.63%,-0.63,"2,783.30",0.0147,1.47,1.290498,-0.22%,-0.215034807,-0.215034807,1631.63,-1.62%,-1.62,-1.62
2019-03-12,"3,443.10",-0.05,"1,356.60",0.49%,0.49,"2,791.52",0.003,0.3,1.295241,0.37%,0.367532534,0.367532534,1654.03,1.37%,1.37,1.37
2019-03-13,"3,410.40",-0.95,"1,368.10",0.85%,0.85,"2,810.92",0.0069,0.69,1.296067,0.06%,0.063771916,0.063771916,1651.63,-0.15%,-0.15,-0.15
2019-03-14,"3,431.80",0.63,"1,352.90",-1.11%,-1.11,"2,808.48",-0.0009,-0.09,1.299565,0.27%,0.269893455,0.269893455,1658.52,0.42%,0.42,0.42
2019-03-15,"3,463.40",0.92,"1,360.60",0.57%,0.57,"2,822.48",0.005,0.5,1.290509,-0.70%,-0.696848561,-0.696848561,1713.48,3.31%,3.31,3.31
2019-03-16,"3,554.20",2.62,,,,,,,1.297128,0.51%,0.512898399,0.512898399,1771.73,3.40%,3.4,3.4
2019-03-17,"3,544.70",-0.27,,,,,,,1.298469,0.10%,0.103382241,0.103382241,1760.14,-0.65%,-0.65,-0.65
2019-03-18,"3,521.90",-0.64,"1,359.40",-0.09%,-0.09,"2,832.94",0.0037,0.37,1.293571,-0.38%,-0.377213472,-0.377213472,1767.95,0.44%,0.44,0.44
2019-03-19,"3,551.00",0.83,"1,364.70",0.39%,0.39,"2,832.57",-0.0001,-0.01,1.292512,-0.08%,-0.081866399,-0.081866399,1772.23,0.24%,0.24,0.24
2019-03-20,"3,550.10",-0.03,"1,359.50",-0.38%,-0.38,"2,824.23",-0.0029,-0.29,1.293833,0.10%,0.10220408,0.10220408,1777.63,0.30%,0.3,0.3
2019-03-21,"3,514.20",-1.01,"1,364.50",0.37%,0.37,"2,854.88",0.0109,1.09,1.292346,-0.11%,-0.114929825,-0.114929825,1725.92,-2.91%,-2.91,-2.91
2019-03-22,"3,538.70",0.70,"1,368.20",0.35%,0.35,"2,800.71",-0.019,-1.9,1.296544,0.32%,0.324835609,0.324835609,1745.37,1.13%,1.13,1.13
2019-03-23,"3,535.80",-0.08,,,,,,,1.294785,-0.14%,-0.135668361,-0.135668361,1770.48,1.44%,1.44,1.44
2019-03-24,"3,550.20",0.41,,,,,,,1.295067,0.02%,0.021779678,0.021779678,1747.35,-1.31%,-1.31,-1.31
2019-03-25,"3,472.70",-2.18,"1,378.10",0.64%,0.64,"2,798.36",-0.0008,-0.08,1.299828,0.37%,0.367625768,0.367625768,1707.83,-2.26%,-2.26,-2.26
2019-03-26,"3,491.30",0.54,"1,369.30",-0.64%,-0.64,"2,818.46",0.0072,0.72,1.293171,-0.51%,-0.512144684,-0.512144684,1712.75,0.29%,0.29,0.29
2019-03-27,"3,586.30",2.72,"1,363.80",-0.40%,-0.40,"2,805.37",-0.0046,-0.46,1.296166,0.23%,0.231601234,0.231601234,1790.59,4.54%,4.54,4.54
2019-03-28,"3,588.20",0.06,"1,342.20",-1.57%,-1.57,"2,815.44",0.0036,0.36,1.293959,-0.17%,-0.1702714,-0.1702714,1767.06,-1.31%,-1.31,-1.31
2019-03-29,"3,661.30",2.04,"1,354.10",0.27%,0.27,"2,834.40",0.0067,0.67,1.297906,0.31%,0.305032849,0.305032849,1802.1,1.98%,1.98,1.98
2019-03-30,"3,665.00",0.10,,,,,,,1.294718,-0.25%,-0.245626417,-0.245626417,1785.58,-0.92%,-0.92,-0.92
2019-03-31,"3,665.40",0.01,,,,,,,1.290209,-0.35%,-0.348261166,-0.348261166,1790.66,0.28%,0.28,0.28
2019-04-01,"3,707.50",1.15,"1,342.70",-0.25%,-0.25,"2,867.19",0.0116,1.16,1.292697,0.19%,0.192836974,0.192836974,1801.41,0.60%,0.6,0.6
2019-04-02,"4,382.30",18.20,"1,340.80",0.09%,0.09,"2,867.24",0,0,1.294753,0.16%,0.159047325,0.159047325,2174.89,20.73%,20.73,20.73
2019-04-03,"4,428.10",1.05,"1,344.00",0.01%,0.01,"2,873.40",0.0021,0.21,1.295316,0.04%,0.043483197,0.043483197,2284.14,5.02%,5.02,5.02
2019-04-04,"4,381.30",-1.06,"1,343.50",-0.04%,-0.04,"2,879.39",0.0021,0.21,1.298804,0.27%,0.269277921,0.269277921,2228.44,-2.44%,-2.44,-2.44
2019-04-05,"4,502.70",2.77,"1,345.20",0.13%,0.13,"2,892.74",0.0046,0.46,1.296803,-0.15%,-0.154064817,-0.154064817,2357.11,5.77%,5.77,5.77
2019-04-06,"4,516.50",0.31,,,,,,,1.290224,-0.51%,-0.507324551,-0.507324551,2380.66,1.00%,1,1
2019-04-07,"4,651.80",3.00,,,,,,,1.296932,0.52%,0.519909721,0.519909721,2498.42,4.95%,4.95,4.95
2019-04-08,"4,707.70",1.20,"1,351.90",0.50%,0.50,"2,895.77",0.001,0.1,1.291481,-0.42%,-0.420299599,-0.420299599,2457.43,-1.64%,-1.64,-1.64
2019-04-09,"4,626.10",-1.73,"1,358.40",0.48%,0.48,"2,878.20",-0.0061,-0.61,1.299216,0.60%,0.5989248,0.5989248,2378.84,-3.20%,-3.2,-3.2
2019-04-10,"4,729.00",2.23,"1,363.90",0.40%,0.40,"2,888.21",0.0035,0.35,1.298779,-0.03%,-0.03363567,-0.03363567,2415.94,1.56%,1.56,1.56
2019-04-11,"4,500.10",-4.84,"1,356.60",-1.50%,-1.50,"2,888.32",0,0,1.296726,-0.16%,-0.158071543,-0.158071543,2215.73,-8.29%,-8.29,-8.29
2019-04-12,"4,519.00",0.42,"1,346.30",0.22%,0.22,"2,907.41",0.0066,0.66,1.290817,-0.46%,-0.455686089,-0.455686089,2230.23,0.65%,0.65,0.65
2019-04-13,"4,528.10",0.20,,,,,,,1.299029,0.64%,0.636186229,0.636186229,2222.86,-0.33%,-0.33,-0.33
2019-04-14,"4,592.70",1.43,,,,,,,1.294919,-0.32%,-0.316390165,-0.316390165,2290.4,3.04%,3.04,3.04
2019-04-15,"4,475.50",-2.55,"1,342.40",-0.29%,-0.29,"2,905.58",-0.0006,-0.06,1.296171,0.10%,0.096685584,0.096685584,2246.31,-1.92%,-1.92,-1.92
2019-04-16,"4,626.70",3.38,"1,329.00",-1.07%,-1.07,"2,907.06",0.0005,0.05,1.293208,-0.23%,-0.228596381,-0.228596381,2307.89,2.74%,2.74,2.74
2019-04-17,"4,646.30",0.42,"1,327.60",-0.04%,-0.04,"2,900.45",-0.0023,-0.23,1.297999,0.37%,0.370474046,0.370474046,2305.8,-0.09%,-0.09,-0.09
2019-04-18,"4,716.20",1.50,"1,326.90",-0.05%,-0.05,"2,905.03",0.0016,0.16,1.321335,1.80%,1.79784422,1.79784422,2335.03,1.27%,1.27,1.27
2019-04-19,"4,724.40",0.17,"1,277.90",-3.69%,-3.69,,,0,1.338272,1.28%,1.281809685,1.281809685,2326.03,-0.39%,-0.39,-0.39
2019-04-20,"4,750.00",0.54,,,,,,,1.337691,-0.04%,-0.043414194,-0.043414194,2308.5,-0.75%,-0.75,-0.75
2019-04-21,"4,738.40",-0.24,,,,,,,1.322101,-1.17%,-1.165441047,-1.165441047,2243.93,-2.80%,-2.8,-2.8
2019-04-22,"4,804.60",1.40,"1,328.50",3.96%,3.96,"2,907.97",0.001,0.1,1.336251,1.07%,1.07026619,1.07026619,2260.12,0.72%,0.72,0.72
2019-04-23,"4,952.50",3.08,"1,323.80",-0.35%,-0.35,"2,933.68",0.0088,0.88,1.332986,-0.24%,-0.244340322,-0.244340322,2233.11,-1.20%,-1.2,-1.2
2019-04-24,"4,902.40",-1.01,"1,329.90",0.46%,0.46,"2,927.25",-0.0022,-0.22,1.289291,-3.28%,-3.277978914,-3.277978914,2156.87,-3.41%,-3.41,-3.41
2019-04-25,"4,645.60",-5.24,"1,330.20",0.02%,0.02,"2,926.17",-0.0004,-0.04,1.250892,-2.98%,-2.978303579,-2.978303579,2042.57,-5.30%,-5.3,-5.3
2019-04-26,"4,676.20",0.66,"1,339.20",0.68%,0.68,"2,939.88",0.0047,0.47,1.235586,-1.22%,-1.223606834,-1.223606834,2082.56,1.96%,1.96,1.96
2019-04-27,"4,708.00",0.68,,,,,,,1.231758,-0.31%,-0.30981251,-0.30981251,2077.71,-0.23%,-0.23,-0.23
2019-04-28,"4,710.70",0.06,,,,,,,1.222972,-0.71%,-0.713289461,-0.713289461,2055.52,-1.07%,-1.07,-1.07
2019-04-29,"4,651.00",-1.27,"1,331.60",-0.57%,-0.57,"2,943.03",0.0011,0.11,1.206645,-1.34%,-1.335026476,-1.335026476,2006.09,-2.40%,-2.4,-2.4
2019-04-30,"4,735.10",1.81,"1,335.70",0.31%,0.31,"2,945.83",0.001,0.1,1.260836,4.49%,4.491047491,4.491047491,2148.97,7.12%,7.12,7.12
2019-05-01,"4,800.20",1.38,"1,334.20",-0.11%,-0.11,"2,923.73",-0.0075,-0.75,1.25034,-0.83%,-0.83246354,-0.83246354,2137.94,-0.51%,-0.51,-0.51
2019-05-02,"4,874.10",1.54,"1,323.00",-0.90%,-0.90,"2,917.52",-0.0021,-0.21,1.260447,0.81%,0.808340131,0.808340131,2134.61,-0.16%,-0.16,-0.16
2019-05-03,"5,100.10",4.64,"1,331.70",0.72%,0.72,"2,945.64",0.0096,0.96,1.305774,3.60%,3.596105191,3.596105191,2245.02,5.17%,5.17,5.17
2019-05-04,"5,214.30",2.24,,,,,,,1.275297,-2.33%,-2.334017985,-2.334017985,2221.63,-1.04%,-1.04,-1.04
2019-05-05,"5,176.90",-0.72,,,,,,,1.270787,-0.35%,-0.353643112,-0.353643112,2204.39,-0.78%,-0.78,-0.78
2019-05-06,"5,127.90",-0.95,"1,334.00",0.17%,0.17,"2,932.47",-0.0045,-0.45,1.342315,5.63%,5.628638001,5.628638001,2210.87,0.29%,0.29,0.29
2019-05-07,"5,205.00",1.50,"1,335.80",0.13%,0.13,"2,884.05",-0.0165,-1.65,1.320157,-1.65%,-1.650730268,-1.650730268,2173.71,-1.68%,-1.68,-1.68
2019-05-08,"5,335.30",2.50,"1,338.00",-0.33%,-0.33,"2,879.42",-0.0016,-0.16,1.329099,0.68%,0.67734368,0.67734368,2201.38,1.27%,1.27,1.27
2019-05-09,"5,493.70",2.97,"1,335.10",0.28%,0.28,"2,870.72",-0.003,-0.3,1.323967,-0.39%,-0.38612624,-0.38612624,2184.76,-0.75%,-0.75,-0.75
2019-05-10,"5,670.00",3.21,"1,337.20",0.16%,0.16,"2,881.40",0.0037,0.37,1.346125,1.67%,1.673606668,1.673606668,2228.05,1.98%,1.98,1.98
2019-05-11,"6,339.70",11.81,,,,,,,1.510639,12.22%,12.22130189,12.22130189,2542.84,14.13%,14.13,14.13
2019-05-12,"6,206.70",-2.10,,,,,,,1.456449,-3.59%,-3.587223685,-3.587223685,2479.68,-2.48%,-2.48,-2.48
2019-05-13,"6,949.30",11.96,"1,350.20",0.97%,0.97,"2,811.87",-0.0241,-2.41,1.530465,5.08%,5.081949316,5.081949316,2627.31,5.95%,5.95,5.95
2019-05-14,"7,124.10",2.51,"1,343.40",-0.50%,-0.50,"2,834.41",0.008,0.8,1.688293,10.31%,10.31242139,10.31242139,2824.67,7.51%,7.51,7.51
2019-05-15,"7,310.10",2.61,"1,344.50",0.08%,0.08,"2,850.96",0.0058,0.58,1.921537,13.82%,13.81537446,13.81537446,3119.43,10.44%,10.44,10.44
2019-05-16,"7,054.10",-3.50,"1,333.10",-0.85%,-0.85,"2,876.32",0.0089,0.89,2.052619,6.82%,6.821726566,6.821726566,3039.73,-2.55%,-2.55,-2.55
2019-05-17,"6,617.60",-6.19,"1,322.50",-0.80%,-0.80,"2,859.53",-0.0058,-0.58,1.89518,-7.67%,-7.670152132,-7.670152132,2846.72,-6.35%,-6.35,-6.35
2019-05-18,"6,549.90",-1.02,,,,,,,1.823963,-3.76%,-3.757796093,-3.757796093,2762.73,-2.95%,-2.95,-2.95
2019-05-19,"7,351.20",12.23,,,,,,,2.031472,11.38%,11.37682069,11.37682069,3097.19,12.11%,12.11,12.11
2019-05-20,"7,173.70",-2.42,"1,324.20",0.13%,0.13,"2,840.23",-0.0067,-0.67,1.958156,-3.61%,-3.60900864,-3.60900864,3002.35,-3.06%,-3.06,-3.06
2019-05-21,"7,137.90",-0.50,"1,320.10",-0.31%,-0.31,"2,864.36",0.0085,0.85,1.98428,1.33%,1.334112297,1.334112297,3005.45,0.10%,0.1,0.1
2019-05-22,"6,855.30",-3.96,"1,321.30",0.09%,0.09,"2,856.27",-0.0028,-0.28,1.981014,-0.16%,-0.164593707,-0.164593707,2832.25,-5.76%,-5.76,-5.76
2019-05-23,"7,055.20",2.92,"1,328.40",0.79%,0.79,"2,822.24",-0.0119,-1.19,1.912362,-3.47%,-3.465497972,-3.465497972,2907.81,2.67%,2.67,2.67
2019-05-24,"7,146.30",1.29,"1,329.20",-0.13%,-0.13,"2,826.06",0.0014,0.14,1.939652,1.43%,1.427031075,1.427031075,2985.97,2.69%,2.69,2.69
2019-05-25,"7,223.70",1.08,,,,,,,1.957378,0.91%,0.913875272,0.913875272,3000.81,0.50%,0.5,0.5
